tanggal,tahun,bulan,bulan_nama,program_studi,jumlah_pendaftar,frekuensi,kategori_data,catatan
2019-07-01,2019,7,Juli,Teknik Informatika,105,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-08-01,2019,8,Agustus,Teknik Informatika,92,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-09-01,2019,9,September,Teknik Informatika,38,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-10-01,2019,10,Oktober,Teknik Informatika,9,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-11-01,2019,11,November,Teknik Informatika,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-12-01,2019,12,Desember,Teknik Informatika,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-01-01,2019,1,Januari,Sistem Informasi,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-02-01,2019,2,Februari,Sistem Informasi,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-03-01,2019,3,Maret,Sistem Informasi,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-04-01,2019,4,April,Sistem Informasi,22,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-05-01,2019,5,Mei,Sistem Informasi,39,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-06-01,2019,6,Juni,Sistem Informasi,64,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-07-01,2019,7,Juli,Sistem Informasi,91,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-08-01,2019,8,Agustus,Sistem Informasi,77,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-09-01,2019,9,September,Sistem Informasi,32,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-10-01,2019,10,Oktober,Sistem Informasi,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-11-01,2019,11,November,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-12-01,2019,12,Desember,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-01-01,2019,1,Januari,Manajemen,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-02-01,2019,2,Februari,Manajemen,22,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-03-01,2019,3,Maret,Manajemen,29,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-04-01,2019,4,April,Manajemen,33,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-05-01,2019,5,Mei,Manajemen,56,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-06-01,2019,6,Juni,Manajemen,92,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-07-01,2019,7,Juli,Manajemen,130,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-08-01,2019,8,Agustus,Manajemen,112,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-09-01,2019,9,September,Manajemen,46,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-10-01,2019,10,Oktober,Manajemen,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-11-01,2019,11,November,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-12-01,2019,12,Desember,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-01-01,2019,1,Januari,Akuntansi,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-02-01,2019,2,Februari,Akuntansi,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-03-01,2019,3,Maret,Akuntansi,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-04-01,2019,4,April,Akuntansi,22,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-05-01,2019,5,Mei,Akuntansi,35,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-06-01,2019,6,Juni,Akuntansi,58,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-07-01,2019,7,Juli,Akuntansi,91,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-08-01,2019,8,Agustus,Akuntansi,71,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-09-01,2019,9,September,Akuntansi,29,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-10-01,2019,10,Oktober,Akuntansi,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-11-01,2019,11,November,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-12-01,2019,12,Desember,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-01-01,2019,1,Januari,Teknik Industri,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-02-01,2019,2,Februari,Teknik Industri,13,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-03-01,2019,3,Maret,Teknik Industri,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-04-01,2019,4,April,Teknik Industri,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-05-01,2019,5,Mei,Teknik Industri,32,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-06-01,2019,6,Juni,Teknik Industri,52,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-07-01,2019,7,Juli,Teknik Industri,82,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-08-01,2019,8,Agustus,Teknik Industri,63,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-09-01,2019,9,September,Teknik Industri,26,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-10-01,2019,10,Oktober,Teknik Industri,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-11-01,2019,11,November,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-12-01,2019,12,Desember,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-01-01,2020,1,Januari,Teknik Informatika,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-02-01,2020,2,Februari,Teknik Informatika,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-03-01,2020,3,Maret,Teknik Informatika,24,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-04-01,2020,4,April,Teknik Informatika,27,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-05-01,2020,5,Mei,Teknik Informatika,47,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-06-01,2020,6,Juni,Teknik Informatika,78,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-07-01,2020,7,Juli,Teknik Informatika,110,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-08-01,2020,8,Agustus,Teknik Informatika,96,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-09-01,2020,9,September,Teknik Informatika,37,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-10-01,2020,10,Oktober,Teknik Informatika,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-11-01,2020,11,November,Teknik Informatika,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-12-01,2020,12,Desember,Teknik Informatika,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-01-01,2020,1,Januari,Sistem Informasi,12,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-02-01,2020,2,Februari,Sistem Informasi,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-03-01,2020,3,Maret,Sistem Informasi,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-04-01,2020,4,April,Sistem Informasi,25,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-05-01,2020,5,Mei,Sistem Informasi,39,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-06-01,2020,6,Juni,Sistem Informasi,65,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-07-01,2020,7,Juli,Sistem Informasi,92,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-08-01,2020,8,Agustus,Sistem Informasi,80,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-09-01,2020,9,September,Sistem Informasi,31,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-10-01,2020,10,Oktober,Sistem Informasi,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-11-01,2020,11,November,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-12-01,2020,12,Desember,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-01-01,2020,1,Januari,Manajemen,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-02-01,2020,2,Februari,Manajemen,24,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-03-01,2020,3,Maret,Manajemen,28,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-04-01,2020,4,April,Manajemen,35,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-05-01,2020,5,Mei,Manajemen,56,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-06-01,2020,6,Juni,Manajemen,93,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-07-01,2020,7,Juli,Manajemen,134,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-08-01,2020,8,Agustus,Manajemen,115,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-09-01,2020,9,September,Manajemen,44,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-10-01,2020,10,Oktober,Manajemen,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-11-01,2020,11,November,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-12-01,2020,12,Desember,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-01-01,2020,1,Januari,Akuntansi,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-02-01,2020,2,Februari,Akuntansi,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-03-01,2020,3,Maret,Akuntansi,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-04-01,2020,4,April,Akuntansi,23,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-05-01,2020,5,Mei,Akuntansi,36,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-06-01,2020,6,Juni,Akuntansi,60,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-07-01,2020,7,Juli,Akuntansi,86,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-08-01,2020,8,Agustus,Akuntansi,74,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-09-01,2020,9,September,Akuntansi,31,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-10-01,2020,10,Oktober,Akuntansi,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-11-01,2020,11,November,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-12-01,2020,12,Desember,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-01-01,2020,1,Januari,Teknik Industri,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-02-01,2020,2,Februari,Teknik Industri,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-03-01,2020,3,Maret,Teknik Industri,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-04-01,2020,4,April,Teknik Industri,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-05-01,2020,5,Mei,Teknik Industri,32,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-06-01,2020,6,Juni,Teknik Industri,53,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-07-01,2020,7,Juli,Teknik Industri,83,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-08-01,2020,8,Agustus,Teknik Industri,66,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-09-01,2020,9,September,Teknik Industri,27,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-10-01,2020,10,Oktober,Teknik Industri,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-11-01,2020,11,November,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2020-12-01,2020,12,Desember,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-01-01,2021,1,Januari,Teknik Informatika,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-02-01,2021,2,Februari,Teknik Informatika,21,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-03-01,2021,3,Maret,Teknik Informatika,26,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-04-01,2021,4,April,Teknik Informatika,32,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-05-01,2021,5,Mei,Teknik Informatika,52,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-06-01,2021,6,Juni,Teknik Informatika,87,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-07-01,2021,7,Juli,Teknik Informatika,125,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-08-01,2021,8,Agustus,Teknik Informatika,100,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-09-01,2021,9,September,Teknik Informatika,42,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-10-01,2021,10,Oktober,Teknik Informatika,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-11-01,2021,11,November,Teknik Informatika,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-12-01,2021,12,Desember,Teknik Informatika,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-01-01,2021,1,Januari,Sistem Informasi,12,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-02-01,2021,2,Februari,Sistem Informasi,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-03-01,2021,3,Maret,Sistem Informasi,21,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-04-01,2021,4,April,Sistem Informasi,26,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-05-01,2021,5,Mei,Sistem Informasi,42,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-06-01,2021,6,Juni,Sistem Informasi,70,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-07-01,2021,7,Juli,Sistem Informasi,103,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-08-01,2021,8,Agustus,Sistem Informasi,89,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-09-01,2021,9,September,Sistem Informasi,34,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-10-01,2021,10,Oktober,Sistem Informasi,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-11-01,2021,11,November,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-12-01,2021,12,Desember,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-01-01,2021,1,Januari,Manajemen,19,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-02-01,2021,2,Februari,Manajemen,24,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-03-01,2021,3,Maret,Manajemen,29,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-04-01,2021,4,April,Manajemen,37,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-05-01,2021,5,Mei,Manajemen,59,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-06-01,2021,6,Juni,Manajemen,99,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-07-01,2021,7,Juli,Manajemen,144,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-08-01,2021,8,Agustus,Manajemen,126,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-09-01,2021,9,September,Manajemen,48,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-10-01,2021,10,Oktober,Manajemen,13,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-11-01,2021,11,November,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-12-01,2021,12,Desember,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-01-01,2021,1,Januari,Akuntansi,12,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-02-01,2021,2,Februari,Akuntansi,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-03-01,2021,3,Maret,Akuntansi,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-04-01,2021,4,April,Akuntansi,23,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-05-01,2021,5,Mei,Akuntansi,38,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-06-01,2021,6,Juni,Akuntansi,63,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-07-01,2021,7,Juli,Akuntansi,91,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-08-01,2021,8,Agustus,Akuntansi,80,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-09-01,2021,9,September,Akuntansi,31,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-10-01,2021,10,Oktober,Akuntansi,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-11-01,2021,11,November,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-12-01,2021,12,Desember,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-01-01,2021,1,Januari,Teknik Industri,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-02-01,2021,2,Februari,Teknik Industri,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-03-01,2021,3,Maret,Teknik Industri,19,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-04-01,2021,4,April,Teknik Industri,21,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-05-01,2021,5,Mei,Teknik Industri,38,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-06-01,2021,6,Juni,Teknik Industri,58,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-07-01,2021,7,Juli,Teknik Industri,83,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-08-01,2021,8,Agustus,Teknik Industri,73,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-09-01,2021,9,September,Teknik Industri,28,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-10-01,2021,10,Oktober,Teknik Industri,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-11-01,2021,11,November,Teknik Industri,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2021-12-01,2021,12,Desember,Teknik Industri,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-01-01,2022,1,Januari,Teknik Informatika,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-02-01,2022,2,Februari,Teknik Informatika,22,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-03-01,2022,3,Maret,Teknik Informatika,30,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-04-01,2022,4,April,Teknik Informatika,34,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-05-01,2022,5,Mei,Teknik Informatika,56,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-06-01,2022,6,Juni,Teknik Informatika,95,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-07-01,2022,7,Juli,Teknik Informatika,138,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-08-01,2022,8,Agustus,Teknik Informatika,111,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-09-01,2022,9,September,Teknik Informatika,47,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-10-01,2022,10,Oktober,Teknik Informatika,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-11-01,2022,11,November,Teknik Informatika,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-12-01,2022,12,Desember,Teknik Informatika,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2022-01-01,2022,1,Januari,Sistem Informasi,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
