tanggal,tahun,bulan,bulan_nama,program_studi,jumlah_pendaftar,frekuensi,kategori_data,catatan
2024-07-01,2024,7,Juli,Teknik Informatika,154,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-08-01,2024,8,Agustus,Teknik Informatika,127,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-09-01,2024,9,September,Teknik Informatika,50,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-10-01,2024,10,Oktober,Teknik Informatika,12,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-11-01,2024,11,November,Teknik Informatika,6,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-12-01,2024,12,Desember,Teknik Informatika,6,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-01-01,2024,1,Januari,Sistem Informasi,15,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-02-01,2024,2,Februari,Sistem Informasi,20,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-03-01,2024,3,Maret,Sistem Informasi,24,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-04-01,2024,4,April,Sistem Informasi,29,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-05-01,2024,5,Mei,Sistem Informasi,52,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-06-01,2024,6,Juni,Sistem Informasi,83,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-07-01,2024,7,Juli,Sistem Informasi,124,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-08-01,2024,8,Agustus,Sistem Informasi,102,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-09-01,2024,9,September,Sistem Informasi,40,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-10-01,2024,10,Oktober,Sistem Informasi,10,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-11-01,2024,11,November,Sistem Informasi,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-12-01,2024,12,Desember,Sistem Informasi,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-01-01,2024,1,Januari,Manajemen,21,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-02-01,2024,2,Februari,Manajemen,27,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-03-01,2024,3,Maret,Manajemen,34,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-04-01,2024,4,April,Manajemen,44,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-05-01,2024,5,Mei,Manajemen,72,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-06-01,2024,6,Juni,Manajemen,115,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-07-01,2024,7,Juli,Manajemen,169,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-08-01,2024,8,Agustus,Manajemen,140,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-09-01,2024,9,September,Manajemen,56,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-10-01,2024,10,Oktober,Manajemen,14,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-11-01,2024,11,November,Manajemen,7,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-12-01,2024,12,Desember,Manajemen,7,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-01-01,2024,1,Januari,Akuntansi,13,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-02-01,2024,2,Februari,Akuntansi,17,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-03-01,2024,3,Maret,Akuntansi,23,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-04-01,2024,4,April,Akuntansi,27,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-05-01,2024,5,Mei,Akuntansi,45,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-06-01,2024,6,Juni,Akuntansi,71,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-07-01,2024,7,Juli,Akuntansi,105,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-08-01,2024,8,Agustus,Akuntansi,87,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-09-01,2024,9,September,Akuntansi,35,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-10-01,2024,10,Oktober,Akuntansi,9,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-11-01,2024,11,November,Akuntansi,4,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-12-01,2024,12,Desember,Akuntansi,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-01-01,2024,1,Januari,Teknik Industri,12,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-02-01,2024,2,Februari,Teknik Industri,18,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-03-01,2024,3,Maret,Teknik Industri,22,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-04-01,2024,4,April,Teknik Industri,26,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-05-01,2024,5,Mei,Teknik Industri,43,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-06-01,2024,6,Juni,Teknik Industri,68,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-07-01,2024,7,Juli,Teknik Industri,99,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-08-01,2024,8,Agustus,Teknik Industri,83,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-09-01,2024,9,September,Teknik Industri,33,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-10-01,2024,10,Oktober,Teknik Industri,8,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-11-01,2024,11,November,Teknik Industri,4,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2024-12-01,2024,12,Desember,Teknik Industri,4,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Teknik Informatika,21,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Teknik Informatika,28,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Teknik Informatika,35,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Teknik Informatika,42,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Teknik Informatika,70,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Teknik Informatika,111,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Teknik Informatika,166,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Teknik Informatika,139,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Teknik Informatika,56,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Teknik Informatika,14,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Teknik Informatika,7,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Teknik Informatika,7,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Sistem Informasi,17,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Sistem Informasi,22,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Sistem Informasi,28,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Sistem Informasi,33,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Sistem Informasi,55,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Sistem Informasi,89,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Sistem Informasi,132,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Sistem Informasi,111,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Sistem Informasi,44,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Sistem Informasi,11,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Sistem Informasi,6,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Sistem Informasi,6,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Manajemen,23,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Manajemen,30,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Manajemen,38,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Manajemen,45,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Manajemen,76,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Manajemen,121,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Manajemen,181,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Manajemen,151,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Manajemen,61,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Manajemen,15,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Manajemen,8,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Manajemen,8,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Akuntansi,14,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Akuntansi,19,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Akuntansi,23,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Akuntansi,28,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Akuntansi,46,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Akuntansi,74,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Akuntansi,112,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Akuntansi,93,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Akuntansi,37,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Akuntansi,9,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Akuntansi,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Akuntansi,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Teknik Industri,14,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Teknik Industri,18,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Teknik Industri,23,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Teknik Industri,27,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Teknik Industri,46,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Teknik Industri,73,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Teknik Industri,108,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Teknik Industri,91,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Teknik Industri,36,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Teknik Industri,9,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Teknik Industri,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Teknik Industri,5,Bulanan,Optimal minimal,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
